time,sat_name,subRegion,shaded
2025-11-28T20:49:33.382Z,OPS 5712 (P/L 153),A--84,TRUE
2025-11-28T20:49:33.382Z,OPS 5712 (P/L 153),A--85,TRUE
2025-11-28T20:49:33.382Z,OPS 5712 (P/L 153),A--91,TRUE
2025-11-28T20:49:33.382Z,OPS 5712 (P/L 153),A--92,TRUE
2025-11-28T20:49:33.382Z,RADIO ROSTO (RS-15),A--149,FALSE
2025-11-28T20:49:33.382Z,RADIO ROSTO (RS-15),A--155,FALSE
2025-11-28T20:49:33.382Z,RADIO ROSTO (RS-15),A--156,FALSE
2025-11-28T20:49:33.382Z,RADIO ROSTO (RS-15),A--162,FALSE
2025-11-28T20:49:33.382Z,RADIO ROSTO (RS-15),A--163,FALSE
2025-11-28T20:49:33.382Z,RADIO ROSTO (RS-15),A--164,FALSE
2025-11-28T20:49:33.382Z,RADIO ROSTO (RS-15),A--170,FALSE
2025-11-28T20:49:33.382Z,RADIO ROSTO (RS-15),A--171,FALSE
2025-11-28T20:49:33.382Z,RADIO ROSTO (RS-15),A--172,FALSE
2025-11-28T20:49:33.382Z,CALSPHERE 4A,A--183,FALSE
2025-11-28T20:49:33.382Z,STARLETTE,A--183,FALSE
2025-11-28T19:17:36.382Z,CALSPHERE 1,G-18,TRUE
2025-11-28T19:17:36.382Z,LUSAT (LO-19),G-20,TRUE
2025-11-28T19:26:19.382Z,STELLA,G-4,FALSE
2025-11-28T19:26:19.382Z,STELLA,G-17,FALSE
2025-11-28T19:26:19.382Z,FORTE,G-18,TRUE
2025-11-28T19:26:19.382Z,SCD 1,G-20,TRUE
2025-11-28T19:35:58.382Z,TEMPSAT 1,G-4,FALSE
2025-11-28T19:35:58.382Z,OSCAR 7 (AO-7),G-5,FALSE
2025-11-28T19:35:58.382Z,OPS 5712 (P/L 160),G-17,FALSE
2025-11-28T19:35:58.382Z,HST,G-20,TRUE
2025-11-28T19:42:19.382Z,OPS 5712 (P/L 153),G-5,FALSE
2025-11-28T19:42:19.382Z,AJISAI (EGS),G-8,TRUE
2025-11-28T19:42:19.382Z,USA 119,G-11,FALSE
2025-11-28T19:42:19.382Z,PHASE 3B (AO-10),G-13,FALSE
2025-11-28T19:42:19.382Z,TEMPSAT 1,G-14,FALSE
2025-11-28T19:42:19.382Z,EYESAT A (AO-27),G-14,FALSE
2025-11-28T19:42:43.382Z,CALSPHERE 2,G-11,FALSE
2025-11-28T19:42:43.382Z,AJISAI (EGS),G-16,TRUE
2025-11-28T19:42:43.382Z,STARLETTE,G-18,TRUE
2025-11-28T19:42:43.382Z,TEMPSAT 1,G-19,TRUE
2025-11-28T19:43:52.382Z,CALSPHERE 2,G-11,FALSE
2025-11-28T19:43:52.382Z,JAS-2 (FO-29),G-14,FALSE
2025-11-28T19:43:52.382Z,AJISAI (EGS),G-16,TRUE
2025-11-28T19:43:52.382Z,STARLETTE,G-18,TRUE
2025-11-28T19:43:52.382Z,TEMPSAT 1,G-19,TRUE
2025-11-28T19:45:12.382Z,CALSPHERE 1,G-11,TRUE
2025-11-28T19:45:12.382Z,JAS-2 (FO-29),G-14,FALSE
2025-11-28T19:45:12.382Z,AJISAI (EGS),G-16,TRUE
2025-11-28T19:45:12.382Z,STARLETTE,G-18,TRUE
2025-11-28T19:47:28.382Z,CALSPHERE 1,G-11,TRUE
2025-11-28T19:47:28.382Z,JAS-2 (FO-29),G-14,FALSE
2025-11-28T19:47:28.382Z,JAS-2 (FO-29),G-19,FALSE
2025-11-28T19:52:14.382Z,CALSPHERE 1,G-11,FALSE
2025-11-28T19:52:14.382Z,OSCAR 7 (AO-7),G-16,TRUE
2025-11-28T19:52:14.382Z,EYESAT A (AO-27),G-17,FALSE
2025-11-28T19:52:14.382Z,JAS-2 (FO-29),G-19,TRUE
2025-11-28T19:58:24.382Z,OSCAR 7 (AO-7),G-16,TRUE
2025-11-28T19:58:24.382Z,RIGIDSPHERE 2 (LCS 4),G-19,TRUE
2025-11-28T19:58:24.382Z,OPS 5712 (P/L 160),G-20,TRUE
2025-11-28T20:04:48.382Z,RADIO ROSTO (RS-15),G-5,FALSE
2025-11-28T20:04:48.382Z,OPS 5712 (P/L 160),G-10,TRUE
2025-11-28T20:04:48.382Z,CALSPHERE 2,G-17,FALSE
2025-11-28T20:07:03.382Z,FORTE,G-4,FALSE
2025-11-28T20:07:03.382Z,CALSPHERE 4A,G-15,FALSE
2025-11-28T20:07:03.382Z,OPS 5712 (P/L 160),G-16,TRUE
2025-11-28T20:07:03.382Z,CALSPHERE 1,G-17,FALSE
2025-11-28T20:07:03.382Z,FORTE,G-17,FALSE
2025-11-28T20:10:47.382Z,FORTE,G-4,FALSE
2025-11-28T20:10:47.382Z,OPS 5712 (P/L 160),G-7,TRUE
2025-11-28T20:10:47.382Z,FORTE,G-17,FALSE
2025-11-28T20:17:42.382Z,OSCAR 7 (AO-7),G-3,TRUE
2025-11-28T20:17:42.382Z,OPS 5712 (P/L 153),G-4,FALSE
2025-11-28T20:17:42.382Z,TEMPSAT 1,G-7,TRUE
2025-11-28T20:17:42.382Z,OPS 5712 (P/L 153),G-17,FALSE
2025-11-28T20:20:28.382Z,LUSAT (LO-19),G-5,FALSE
2025-11-28T20:20:28.382Z,OPS 5712 (P/L 153),G-17,FALSE
2025-11-28T20:22:56.382Z,FORTE,G-1,FALSE
2025-11-28T20:22:56.382Z,RIGIDSPHERE 2 (LCS 4),G-2,FALSE
2025-11-28T20:22:56.382Z,LUSAT (LO-19),G-5,FALSE
2025-11-28T20:26:38.382Z,FORTE,G-1,FALSE
2025-11-28T20:26:38.382Z,EYESAT A (AO-27),G-6,FALSE
2025-11-28T20:32:53.382Z,LCS 1,G-12,TRUE
2025-11-28T20:37:07.382Z,STELLA,G-12,TRUE
2025-11-28T20:43:04.382Z,USA 119,G-9,FALSE
2025-11-28T20:43:04.382Z,STELLA,G-12,TRUE
2025-11-28T20:49:33.382Z,ITAMSAT (IO-26),G-4,FALSE
2025-11-28T20:49:33.382Z,EYESAT A (AO-27),G-7,TRUE
2025-11-28T20:49:33.382Z,LUSAT (LO-19),G-8,TRUE
